emotion,intensity,statement,repetition,actor,actor_name,file_name
disgust,strong,02,02,male,actor_22,data/Actor_22/03-01-07-02-02-02-22.wav
sad,strong,02,01,male,actor_22,data/Actor_22/03-01-04-02-02-01-22.wav
surprised,strong,02,02,male,actor_22,data/Actor_22/03-01-08-02-02-02-22.wav
surprised,normal,01,02,male,actor_22,data/Actor_22/03-01-08-01-01-02-22.wav
calm,normal,01,02,male,actor_22,data/Actor_22/03-01-02-01-01-02-22.wav
neutral,normal,01,01,male,actor_22,data/Actor_22/03-01-01-01-01-01-22.wav
calm,strong,02,02,male,actor_22,data/Actor_22/03-01-02-02-02-02-22.wav
happy,normal,02,01,male,actor_22,data/Actor_22/03-01-03-01-02-01-22.wav
happy,strong,01,01,male,actor_22,data/Actor_22/03-01-03-02-01-01-22.wav
disgust,strong,01,02,male,actor_22,data/Actor_22/03-01-07-02-01-02-22.wav
sad,strong,01,01,male,actor_22,data/Actor_22/03-01-04-02-01-01-22.wav
sad,normal,02,01,male,actor_22,data/Actor_22/03-01-04-01-02-01-22.wav
disgust,normal,02,02,male,actor_22,data/Actor_22/03-01-07-01-02-02-22.wav
angry,strong,02,02,male,actor_22,data/Actor_22/03-01-05-02-02-02-22.wav
fearful,strong,02,01,male,actor_22,data/Actor_22/03-01-06-02-02-01-22.wav
fearful,normal,01,01,male,actor_22,data/Actor_22/03-01-06-01-01-01-22.wav
angry,normal,01,02,male,actor_22,data/Actor_22/03-01-05-01-01-02-22.wav
surprised,normal,02,02,male,actor_22,data/Actor_22/03-01-08-01-02-02-22.wav
surprised,strong,01,02,male,actor_22,data/Actor_22/03-01-08-02-01-02-22.wav
sad,strong,02,02,male,actor_22,data/Actor_22/03-01-04-02-02-02-22.wav
disgust,strong,02,01,male,actor_22,data/Actor_22/03-01-07-02-02-01-22.wav
disgust,normal,01,01,male,actor_22,data/Actor_22/03-01-07-01-01-01-22.wav
sad,normal,01,02,male,actor_22,data/Actor_22/03-01-04-01-01-02-22.wav
fearful,strong,01,02,male,actor_22,data/Actor_22/03-01-06-02-01-02-22.wav
angry,strong,01,01,male,actor_22,data/Actor_22/03-01-05-02-01-01-22.wav
angry,normal,02,01,male,actor_22,data/Actor_22/03-01-05-01-02-01-22.wav
fearful,normal,02,02,male,actor_22,data/Actor_22/03-01-06-01-02-02-22.wav
surprised,normal,01,01,male,actor_22,data/Actor_22/03-01-08-01-01-01-22.wav
surprised,strong,02,01,male,actor_22,data/Actor_22/03-01-08-02-02-01-22.wav
neutral,normal,02,02,male,actor_22,data/Actor_22/03-01-01-01-02-02-22.wav
calm,normal,02,01,male,actor_22,data/Actor_22/03-01-02-01-02-01-22.wav
calm,strong,01,01,male,actor_22,data/Actor_22/03-01-02-02-01-01-22.wav
happy,normal,01,02,male,actor_22,data/Actor_22/03-01-03-01-01-02-22.wav
happy,strong,02,02,male,actor_22,data/Actor_22/03-01-03-02-02-02-22.wav
surprised,normal,01,01,male,actor_14,data/Actor_14/03-01-08-01-01-01-14.wav
surprised,strong,02,01,male,actor_14,data/Actor_14/03-01-08-02-02-01-14.wav
sad,strong,02,02,male,actor_14,data/Actor_14/03-01-04-02-02-02-14.wav
disgust,strong,02,01,male,actor_14,data/Actor_14/03-01-07-02-02-01-14.wav
disgust,normal,01,01,male,actor_14,data/Actor_14/03-01-07-01-01-01-14.wav
sad,normal,01,02,male,actor_14,data/Actor_14/03-01-04-01-01-02-14.wav
fearful,strong,01,02,male,actor_14,data/Actor_14/03-01-06-02-01-02-14.wav
angry,strong,01,01,male,actor_14,data/Actor_14/03-01-05-02-01-01-14.wav
angry,normal,02,01,male,actor_14,data/Actor_14/03-01-05-01-02-01-14.wav
fearful,normal,02,02,male,actor_14,data/Actor_14/03-01-06-01-02-02-14.wav
neutral,normal,02,02,male,actor_14,data/Actor_14/03-01-01-01-02-02-14.wav
calm,normal,02,01,male,actor_14,data/Actor_14/03-01-02-01-02-01-14.wav
calm,strong,01,01,male,actor_14,data/Actor_14/03-01-02-02-01-01-14.wav
happy,normal,01,02,male,actor_14,data/Actor_14/03-01-03-01-01-02-14.wav
happy,strong,02,02,male,actor_14,data/Actor_14/03-01-03-02-02-02-14.wav
calm,normal,01,02,male,actor_14,data/Actor_14/03-01-02-01-01-02-14.wav
neutral,normal,01,01,male,actor_14,data/Actor_14/03-01-01-01-01-01-14.wav
calm,strong,02,02,male,actor_14,data/Actor_14/03-01-02-02-02-02-14.wav
happy,normal,02,01,male,actor_14,data/Actor_14/03-01-03-01-02-01-14.wav
happy,strong,01,01,male,actor_14,data/Actor_14/03-01-03-02-01-01-14.wav
surprised,normal,02,02,male,actor_14,data/Actor_14/03-01-08-01-02-02-14.wav
surprised,strong,01,02,male,actor_14,data/Actor_14/03-01-08-02-01-02-14.wav
disgust,strong,01,02,male,actor_14,data/Actor_14/03-01-07-02-01-02-14.wav
sad,strong,01,01,male,actor_14,data/Actor_14/03-01-04-02-01-01-14.wav
sad,normal,02,01,male,actor_14,data/Actor_14/03-01-04-01-02-01-14.wav
disgust,normal,02,02,male,actor_14,data/Actor_14/03-01-07-01-02-02-14.wav
angry,strong,02,02,male,actor_14,data/Actor_14/03-01-05-02-02-02-14.wav
fearful,strong,02,01,male,actor_14,data/Actor_14/03-01-06-02-02-01-14.wav
fearful,normal,01,01,male,actor_14,data/Actor_14/03-01-06-01-01-01-14.wav
angry,normal,01,02,male,actor_14,data/Actor_14/03-01-05-01-01-02-14.wav
happy,strong,02,01,male,actor_14,data/Actor_14/03-01-03-02-02-01-14.wav
happy,normal,01,01,male,actor_14,data/Actor_14/03-01-03-01-01-01-14.wav
calm,strong,01,02,male,actor_14,data/Actor_14/03-01-02-02-01-02-14.wav
calm,normal,02,02,male,actor_14,data/Actor_14/03-01-02-01-02-02-14.wav
neutral,normal,02,01,male,actor_14,data/Actor_14/03-01-01-01-02-01-14.wav
surprised,strong,02,02,male,actor_14,data/Actor_14/03-01-08-02-02-02-14.wav
surprised,normal,01,02,male,actor_14,data/Actor_14/03-01-08-01-01-02-14.wav
fearful,normal,02,01,male,actor_14,data/Actor_14/03-01-06-01-02-01-14.wav
angry,normal,02,02,male,actor_14,data/Actor_14/03-01-05-01-02-02-14.wav
angry,strong,01,02,male,actor_14,data/Actor_14/03-01-05-02-01-02-14.wav
fearful,strong,01,01,male,actor_14,data/Actor_14/03-01-06-02-01-01-14.wav
sad,normal,01,01,male,actor_14,data/Actor_14/03-01-04-01-01-01-14.wav
disgust,normal,01,02,male,actor_14,data/Actor_14/03-01-07-01-01-02-14.wav
disgust,strong,02,02,male,actor_14,data/Actor_14/03-01-07-02-02-02-14.wav
sad,strong,02,01,male,actor_14,data/Actor_14/03-01-04-02-02-01-14.wav
surprised,strong,01,01,male,actor_14,data/Actor_14/03-01-08-02-01-01-14.wav
surprised,normal,02,01,male,actor_14,data/Actor_14/03-01-08-01-02-01-14.wav
angry,normal,01,01,male,actor_14,data/Actor_14/03-01-05-01-01-01-14.wav
fearful,normal,01,02,male,actor_14,data/Actor_14/03-01-06-01-01-02-14.wav
fearful,strong,02,02,male,actor_14,data/Actor_14/03-01-06-02-02-02-14.wav
angry,strong,02,01,male,actor_14,data/Actor_14/03-01-05-02-02-01-14.wav
disgust,normal,02,01,male,actor_14,data/Actor_14/03-01-07-01-02-01-14.wav
sad,normal,02,02,male,actor_14,data/Actor_14/03-01-04-01-02-02-14.wav
sad,strong,01,02,male,actor_14,data/Actor_14/03-01-04-02-01-02-14.wav
disgust,strong,01,01,male,actor_14,data/Actor_14/03-01-07-02-01-01-14.wav
happy,strong,01,02,male,actor_14,data/Actor_14/03-01-03-02-01-02-14.wav
happy,normal,02,02,male,actor_14,data/Actor_14/03-01-03-01-02-02-14.wav
calm,strong,02,01,male,actor_14,data/Actor_14/03-01-02-02-02-01-14.wav
neutral,normal,01,02,male,actor_14,data/Actor_14/03-01-01-01-01-02-14.wav
calm,normal,01,01,male,actor_14,data/Actor_14/03-01-02-01-01-01-14.wav
happy,strong,02,02,female,actor_13,data/Actor_13/03-01-03-02-02-02-13.wav
happy,normal,01,02,female,actor_13,data/Actor_13/03-01-03-01-01-02-13.wav
calm,strong,01,01,female,actor_13,data/Actor_13/03-01-02-02-01-01-13.wav
neutral,normal,02,02,female,actor_13,data/Actor_13/03-01-01-01-02-02-13.wav
calm,normal,02,01,female,actor_13,data/Actor_13/03-01-02-01-02-01-13.wav
surprised,strong,02,01,female,actor_13,data/Actor_13/03-01-08-02-02-01-13.wav
surprised,normal,01,01,female,actor_13,data/Actor_13/03-01-08-01-01-01-13.wav
angry,normal,02,01,female,actor_13,data/Actor_13/03-01-05-01-02-01-13.wav
fearful,normal,02,02,female,actor_13,data/Actor_13/03-01-06-01-02-02-13.wav
fearful,strong,01,02,female,actor_13,data/Actor_13/03-01-06-02-01-02-13.wav
angry,strong,01,01,female,actor_13,data/Actor_13/03-01-05-02-01-01-13.wav
disgust,normal,01,01,female,actor_13,data/Actor_13/03-01-07-01-01-01-13.wav
sad,normal,01,02,female,actor_13,data/Actor_13/03-01-04-01-01-02-13.wav
sad,strong,02,02,female,actor_13,data/Actor_13/03-01-04-02-02-02-13.wav
disgust,strong,02,01,female,actor_13,data/Actor_13/03-01-07-02-02-01-13.wav
surprised,strong,01,02,female,actor_13,data/Actor_13/03-01-08-02-01-02-13.wav
surprised,normal,02,02,female,actor_13,data/Actor_13/03-01-08-01-02-02-13.wav
fearful,normal,01,01,female,actor_13,data/Actor_13/03-01-06-01-01-01-13.wav
angry,normal,01,02,female,actor_13,data/Actor_13/03-01-05-01-01-02-13.wav
angry,strong,02,02,female,actor_13,data/Actor_13/03-01-05-02-02-02-13.wav
fearful,strong,02,01,female,actor_13,data/Actor_13/03-01-06-02-02-01-13.wav
sad,normal,02,01,female,actor_13,data/Actor_13/03-01-04-01-02-01-13.wav
disgust,normal,02,02,female,actor_13,data/Actor_13/03-01-07-01-02-02-13.wav
disgust,strong,01,02,female,actor_13,data/Actor_13/03-01-07-02-01-02-13.wav
sad,strong,01,01,female,actor_13,data/Actor_13/03-01-04-02-01-01-13.wav
happy,strong,01,01,female,actor_13,data/Actor_13/03-01-03-02-01-01-13.wav
happy,normal,02,01,female,actor_13,data/Actor_13/03-01-03-01-02-01-13.wav
calm,strong,02,02,female,actor_13,data/Actor_13/03-01-02-02-02-02-13.wav
calm,normal,01,02,female,actor_13,data/Actor_13/03-01-02-01-01-02-13.wav
neutral,normal,01,01,female,actor_13,data/Actor_13/03-01-01-01-01-01-13.wav
surprised,normal,01,02,female,actor_13,data/Actor_13/03-01-08-01-01-02-13.wav
surprised,strong,02,02,female,actor_13,data/Actor_13/03-01-08-02-02-02-13.wav
disgust,strong,02,02,female,actor_13,data/Actor_13/03-01-07-02-02-02-13.wav
sad,strong,02,01,female,actor_13,data/Actor_13/03-01-04-02-02-01-13.wav
sad,normal,01,01,female,actor_13,data/Actor_13/03-01-04-01-01-01-13.wav
disgust,normal,01,02,female,actor_13,data/Actor_13/03-01-07-01-01-02-13.wav
angry,strong,01,02,female,actor_13,data/Actor_13/03-01-05-02-01-02-13.wav
fearful,strong,01,01,female,actor_13,data/Actor_13/03-01-06-02-01-01-13.wav
fearful,normal,02,01,female,actor_13,data/Actor_13/03-01-06-01-02-01-13.wav
angry,normal,02,02,female,actor_13,data/Actor_13/03-01-05-01-02-02-13.wav
calm,normal,02,02,female,actor_13,data/Actor_13/03-01-02-01-02-02-13.wav
neutral,normal,02,01,female,actor_13,data/Actor_13/03-01-01-01-02-01-13.wav
calm,strong,01,02,female,actor_13,data/Actor_13/03-01-02-02-01-02-13.wav
happy,normal,01,01,female,actor_13,data/Actor_13/03-01-03-01-01-01-13.wav
happy,strong,02,01,female,actor_13,data/Actor_13/03-01-03-02-02-01-13.wav
neutral,normal,01,02,female,actor_13,data/Actor_13/03-01-01-01-01-02-13.wav
calm,normal,01,01,female,actor_13,data/Actor_13/03-01-02-01-01-01-13.wav
calm,strong,02,01,female,actor_13,data/Actor_13/03-01-02-02-02-01-13.wav
happy,normal,02,02,female,actor_13,data/Actor_13/03-01-03-01-02-02-13.wav
happy,strong,01,02,female,actor_13,data/Actor_13/03-01-03-02-01-02-13.wav
surprised,normal,02,01,female,actor_13,data/Actor_13/03-01-08-01-02-01-13.wav
surprised,strong,01,01,female,actor_13,data/Actor_13/03-01-08-02-01-01-13.wav
sad,strong,01,02,female,actor_13,data/Actor_13/03-01-04-02-01-02-13.wav
disgust,strong,01,01,female,actor_13,data/Actor_13/03-01-07-02-01-01-13.wav
disgust,normal,02,01,female,actor_13,data/Actor_13/03-01-07-01-02-01-13.wav
sad,normal,02,02,female,actor_13,data/Actor_13/03-01-04-01-02-02-13.wav
fearful,strong,02,02,female,actor_13,data/Actor_13/03-01-06-02-02-02-13.wav
angry,strong,02,01,female,actor_13,data/Actor_13/03-01-05-02-02-01-13.wav
angry,normal,01,01,female,actor_13,data/Actor_13/03-01-05-01-01-01-13.wav
fearful,normal,01,02,female,actor_13,data/Actor_13/03-01-06-01-01-02-13.wav
surprised,strong,01,01,female,actor_09,data/Actor_09/03-01-08-02-01-01-09.wav
surprised,normal,02,01,female,actor_09,data/Actor_09/03-01-08-01-02-01-09.wav
angry,normal,01,01,female,actor_09,data/Actor_09/03-01-05-01-01-01-09.wav
fearful,normal,01,02,female,actor_09,data/Actor_09/03-01-06-01-01-02-09.wav
fearful,strong,02,02,female,actor_09,data/Actor_09/03-01-06-02-02-02-09.wav
angry,strong,02,01,female,actor_09,data/Actor_09/03-01-05-02-02-01-09.wav
disgust,normal,02,01,female,actor_09,data/Actor_09/03-01-07-01-02-01-09.wav
sad,normal,02,02,female,actor_09,data/Actor_09/03-01-04-01-02-02-09.wav
sad,strong,01,02,female,actor_09,data/Actor_09/03-01-04-02-01-02-09.wav
disgust,strong,01,01,female,actor_09,data/Actor_09/03-01-07-02-01-01-09.wav
happy,strong,01,02,female,actor_09,data/Actor_09/03-01-03-02-01-02-09.wav
happy,normal,02,02,female,actor_09,data/Actor_09/03-01-03-01-02-02-09.wav
calm,strong,02,01,female,actor_09,data/Actor_09/03-01-02-02-02-01-09.wav
neutral,normal,01,02,female,actor_09,data/Actor_09/03-01-01-01-01-02-09.wav
calm,normal,01,01,female,actor_09,data/Actor_09/03-01-02-01-01-01-09.wav
happy,strong,02,01,female,actor_09,data/Actor_09/03-01-03-02-02-01-09.wav
happy,normal,01,01,female,actor_09,data/Actor_09/03-01-03-01-01-01-09.wav
calm,strong,01,02,female,actor_09,data/Actor_09/03-01-02-02-01-02-09.wav
calm,normal,02,02,female,actor_09,data/Actor_09/03-01-02-01-02-02-09.wav
neutral,normal,02,01,female,actor_09,data/Actor_09/03-01-01-01-02-01-09.wav
surprised,strong,02,02,female,actor_09,data/Actor_09/03-01-08-02-02-02-09.wav
surprised,normal,01,02,female,actor_09,data/Actor_09/03-01-08-01-01-02-09.wav
fearful,normal,02,01,female,actor_09,data/Actor_09/03-01-06-01-02-01-09.wav
angry,normal,02,02,female,actor_09,data/Actor_09/03-01-05-01-02-02-09.wav
angry,strong,01,02,female,actor_09,data/Actor_09/03-01-05-02-01-02-09.wav
fearful,strong,01,01,female,actor_09,data/Actor_09/03-01-06-02-01-01-09.wav
sad,normal,01,01,female,actor_09,data/Actor_09/03-01-04-01-01-01-09.wav
disgust,normal,01,02,female,actor_09,data/Actor_09/03-01-07-01-01-02-09.wav
disgust,strong,02,02,female,actor_09,data/Actor_09/03-01-07-02-02-02-09.wav
sad,strong,02,01,female,actor_09,data/Actor_09/03-01-04-02-02-01-09.wav
calm,normal,01,02,female,actor_09,data/Actor_09/03-01-02-01-01-02-09.wav
neutral,normal,01,01,female,actor_09,data/Actor_09/03-01-01-01-01-01-09.wav
calm,strong,02,02,female,actor_09,data/Actor_09/03-01-02-02-02-02-09.wav
happy,normal,02,01,female,actor_09,data/Actor_09/03-01-03-01-02-01-09.wav
happy,strong,01,01,female,actor_09,data/Actor_09/03-01-03-02-01-01-09.wav
surprised,normal,02,02,female,actor_09,data/Actor_09/03-01-08-01-02-02-09.wav
surprised,strong,01,02,female,actor_09,data/Actor_09/03-01-08-02-01-02-09.wav
disgust,strong,01,02,female,actor_09,data/Actor_09/03-01-07-02-01-02-09.wav
sad,strong,01,01,female,actor_09,data/Actor_09/03-01-04-02-01-01-09.wav
sad,normal,02,01,female,actor_09,data/Actor_09/03-01-04-01-02-01-09.wav
disgust,normal,02,02,female,actor_09,data/Actor_09/03-01-07-01-02-02-09.wav
angry,strong,02,02,female,actor_09,data/Actor_09/03-01-05-02-02-02-09.wav
fearful,strong,02,01,female,actor_09,data/Actor_09/03-01-06-02-02-01-09.wav
fearful,normal,01,01,female,actor_09,data/Actor_09/03-01-06-01-01-01-09.wav
angry,normal,01,02,female,actor_09,data/Actor_09/03-01-05-01-01-02-09.wav
surprised,normal,01,01,female,actor_09,data/Actor_09/03-01-08-01-01-01-09.wav
surprised,strong,02,01,female,actor_09,data/Actor_09/03-01-08-02-02-01-09.wav
sad,strong,02,02,female,actor_09,data/Actor_09/03-01-04-02-02-02-09.wav
disgust,strong,02,01,female,actor_09,data/Actor_09/03-01-07-02-02-01-09.wav
disgust,normal,01,01,female,actor_09,data/Actor_09/03-01-07-01-01-01-09.wav
sad,normal,01,02,female,actor_09,data/Actor_09/03-01-04-01-01-02-09.wav
fearful,strong,01,02,female,actor_09,data/Actor_09/03-01-06-02-01-02-09.wav
angry,strong,01,01,female,actor_09,data/Actor_09/03-01-05-02-01-01-09.wav
angry,normal,02,01,female,actor_09,data/Actor_09/03-01-05-01-02-01-09.wav
fearful,normal,02,02,female,actor_09,data/Actor_09/03-01-06-01-02-02-09.wav
neutral,normal,02,02,female,actor_09,data/Actor_09/03-01-01-01-02-02-09.wav
calm,normal,02,01,female,actor_09,data/Actor_09/03-01-02-01-02-01-09.wav
calm,strong,01,01,female,actor_09,data/Actor_09/03-01-02-02-01-01-09.wav
happy,normal,01,02,female,actor_09,data/Actor_09/03-01-03-01-01-02-09.wav
happy,strong,02,02,female,actor_09,data/Actor_09/03-01-03-02-02-02-09.wav
happy,strong,02,02,female,actor_07,data/Actor_07/03-01-03-02-02-02-07.wav
happy,normal,01,02,female,actor_07,data/Actor_07/03-01-03-01-01-02-07.wav
calm,strong,01,01,female,actor_07,data/Actor_07/03-01-02-02-01-01-07.wav
calm,normal,02,01,female,actor_07,data/Actor_07/03-01-02-01-02-01-07.wav
neutral,normal,02,02,female,actor_07,data/Actor_07/03-01-01-01-02-02-07.wav
surprised,strong,02,01,female,actor_07,data/Actor_07/03-01-08-02-02-01-07.wav
surprised,normal,01,01,female,actor_07,data/Actor_07/03-01-08-01-01-01-07.wav
fearful,normal,02,02,female,actor_07,data/Actor_07/03-01-06-01-02-02-07.wav
angry,normal,02,01,female,actor_07,data/Actor_07/03-01-05-01-02-01-07.wav
angry,strong,01,01,female,actor_07,data/Actor_07/03-01-05-02-01-01-07.wav
fearful,strong,01,02,female,actor_07,data/Actor_07/03-01-06-02-01-02-07.wav
sad,normal,01,02,female,actor_07,data/Actor_07/03-01-04-01-01-02-07.wav
disgust,normal,01,01,female,actor_07,data/Actor_07/03-01-07-01-01-01-07.wav
disgust,strong,02,01,female,actor_07,data/Actor_07/03-01-07-02-02-01-07.wav
sad,strong,02,02,female,actor_07,data/Actor_07/03-01-04-02-02-02-07.wav
surprised,strong,01,02,female,actor_07,data/Actor_07/03-01-08-02-01-02-07.wav
surprised,normal,02,02,female,actor_07,data/Actor_07/03-01-08-01-02-02-07.wav
angry,normal,01,02,female,actor_07,data/Actor_07/03-01-05-01-01-02-07.wav
fearful,normal,01,01,female,actor_07,data/Actor_07/03-01-06-01-01-01-07.wav
fearful,strong,02,01,female,actor_07,data/Actor_07/03-01-06-02-02-01-07.wav
angry,strong,02,02,female,actor_07,data/Actor_07/03-01-05-02-02-02-07.wav
disgust,normal,02,02,female,actor_07,data/Actor_07/03-01-07-01-02-02-07.wav
sad,normal,02,01,female,actor_07,data/Actor_07/03-01-04-01-02-01-07.wav
sad,strong,01,01,female,actor_07,data/Actor_07/03-01-04-02-01-01-07.wav
disgust,strong,01,02,female,actor_07,data/Actor_07/03-01-07-02-01-02-07.wav
happy,strong,01,01,female,actor_07,data/Actor_07/03-01-03-02-01-01-07.wav
happy,normal,02,01,female,actor_07,data/Actor_07/03-01-03-01-02-01-07.wav
calm,strong,02,02,female,actor_07,data/Actor_07/03-01-02-02-02-02-07.wav
neutral,normal,01,01,female,actor_07,data/Actor_07/03-01-01-01-01-01-07.wav
calm,normal,01,02,female,actor_07,data/Actor_07/03-01-02-01-01-02-07.wav
surprised,normal,01,02,female,actor_07,data/Actor_07/03-01-08-01-01-02-07.wav
surprised,strong,02,02,female,actor_07,data/Actor_07/03-01-08-02-02-02-07.wav
sad,strong,02,01,female,actor_07,data/Actor_07/03-01-04-02-02-01-07.wav
disgust,strong,02,02,female,actor_07,data/Actor_07/03-01-07-02-02-02-07.wav
disgust,normal,01,02,female,actor_07,data/Actor_07/03-01-07-01-01-02-07.wav
sad,normal,01,01,female,actor_07,data/Actor_07/03-01-04-01-01-01-07.wav
fearful,strong,01,01,female,actor_07,data/Actor_07/03-01-06-02-01-01-07.wav
angry,strong,01,02,female,actor_07,data/Actor_07/03-01-05-02-01-02-07.wav
angry,normal,02,02,female,actor_07,data/Actor_07/03-01-05-01-02-02-07.wav
fearful,normal,02,01,female,actor_07,data/Actor_07/03-01-06-01-02-01-07.wav
neutral,normal,02,01,female,actor_07,data/Actor_07/03-01-01-01-02-01-07.wav
calm,normal,02,02,female,actor_07,data/Actor_07/03-01-02-01-02-02-07.wav
calm,strong,01,02,female,actor_07,data/Actor_07/03-01-02-02-01-02-07.wav
happy,normal,01,01,female,actor_07,data/Actor_07/03-01-03-01-01-01-07.wav
happy,strong,02,01,female,actor_07,data/Actor_07/03-01-03-02-02-01-07.wav
calm,normal,01,01,female,actor_07,data/Actor_07/03-01-02-01-01-01-07.wav
neutral,normal,01,02,female,actor_07,data/Actor_07/03-01-01-01-01-02-07.wav
calm,strong,02,01,female,actor_07,data/Actor_07/03-01-02-02-02-01-07.wav
happy,normal,02,02,female,actor_07,data/Actor_07/03-01-03-01-02-02-07.wav
happy,strong,01,02,female,actor_07,data/Actor_07/03-01-03-02-01-02-07.wav
surprised,normal,02,01,female,actor_07,data/Actor_07/03-01-08-01-02-01-07.wav
surprised,strong,01,01,female,actor_07,data/Actor_07/03-01-08-02-01-01-07.wav
disgust,strong,01,01,female,actor_07,data/Actor_07/03-01-07-02-01-01-07.wav
sad,strong,01,02,female,actor_07,data/Actor_07/03-01-04-02-01-02-07.wav
sad,normal,02,02,female,actor_07,data/Actor_07/03-01-04-01-02-02-07.wav
disgust,normal,02,01,female,actor_07,data/Actor_07/03-01-07-01-02-01-07.wav
angry,strong,02,01,female,actor_07,data/Actor_07/03-01-05-02-02-01-07.wav
fearful,strong,02,02,female,actor_07,data/Actor_07/03-01-06-02-02-02-07.wav
fearful,normal,01,02,female,actor_07,data/Actor_07/03-01-06-01-01-02-07.wav
angry,normal,01,01,female,actor_07,data/Actor_07/03-01-05-01-01-01-07.wav
neutral,normal,02,02,male,actor_06,data/Actor_06/03-01-01-01-02-02-06.wav
calm,normal,02,01,male,actor_06,data/Actor_06/03-01-02-01-02-01-06.wav
calm,strong,01,01,male,actor_06,data/Actor_06/03-01-02-02-01-01-06.wav
happy,normal,01,02,male,actor_06,data/Actor_06/03-01-03-01-01-02-06.wav
happy,strong,02,02,male,actor_06,data/Actor_06/03-01-03-02-02-02-06.wav
surprised,normal,01,01,male,actor_06,data/Actor_06/03-01-08-01-01-01-06.wav
surprised,strong,02,01,male,actor_06,data/Actor_06/03-01-08-02-02-01-06.wav
sad,strong,02,02,male,actor_06,data/Actor_06/03-01-04-02-02-02-06.wav
disgust,strong,02,01,male,actor_06,data/Actor_06/03-01-07-02-02-01-06.wav
disgust,normal,01,01,male,actor_06,data/Actor_06/03-01-07-01-01-01-06.wav
sad,normal,01,02,male,actor_06,data/Actor_06/03-01-04-01-01-02-06.wav
fearful,strong,01,02,male,actor_06,data/Actor_06/03-01-06-02-01-02-06.wav
angry,strong,01,01,male,actor_06,data/Actor_06/03-01-05-02-01-01-06.wav
angry,normal,02,01,male,actor_06,data/Actor_06/03-01-05-01-02-01-06.wav
fearful,normal,02,02,male,actor_06,data/Actor_06/03-01-06-01-02-02-06.wav
surprised,normal,02,02,male,actor_06,data/Actor_06/03-01-08-01-02-02-06.wav
surprised,strong,01,02,male,actor_06,data/Actor_06/03-01-08-02-01-02-06.wav
disgust,strong,01,02,male,actor_06,data/Actor_06/03-01-07-02-01-02-06.wav
sad,strong,01,01,male,actor_06,data/Actor_06/03-01-04-02-01-01-06.wav
sad,normal,02,01,male,actor_06,data/Actor_06/03-01-04-01-02-01-06.wav
disgust,normal,02,02,male,actor_06,data/Actor_06/03-01-07-01-02-02-06.wav
angry,strong,02,02,male,actor_06,data/Actor_06/03-01-05-02-02-02-06.wav
fearful,strong,02,01,male,actor_06,data/Actor_06/03-01-06-02-02-01-06.wav
fearful,normal,01,01,male,actor_06,data/Actor_06/03-01-06-01-01-01-06.wav
angry,normal,01,02,male,actor_06,data/Actor_06/03-01-05-01-01-02-06.wav
calm,normal,01,02,male,actor_06,data/Actor_06/03-01-02-01-01-02-06.wav
neutral,normal,01,01,male,actor_06,data/Actor_06/03-01-01-01-01-01-06.wav
calm,strong,02,02,male,actor_06,data/Actor_06/03-01-02-02-02-02-06.wav
happy,normal,02,01,male,actor_06,data/Actor_06/03-01-03-01-02-01-06.wav
happy,strong,01,01,male,actor_06,data/Actor_06/03-01-03-02-01-01-06.wav
surprised,strong,02,02,male,actor_06,data/Actor_06/03-01-08-02-02-02-06.wav
surprised,normal,01,02,male,actor_06,data/Actor_06/03-01-08-01-01-02-06.wav
fearful,normal,02,01,male,actor_06,data/Actor_06/03-01-06-01-02-01-06.wav
angry,normal,02,02,male,actor_06,data/Actor_06/03-01-05-01-02-02-06.wav
angry,strong,01,02,male,actor_06,data/Actor_06/03-01-05-02-01-02-06.wav
fearful,strong,01,01,male,actor_06,data/Actor_06/03-01-06-02-01-01-06.wav
sad,normal,01,01,male,actor_06,data/Actor_06/03-01-04-01-01-01-06.wav
disgust,normal,01,02,male,actor_06,data/Actor_06/03-01-07-01-01-02-06.wav
disgust,strong,02,02,male,actor_06,data/Actor_06/03-01-07-02-02-02-06.wav
sad,strong,02,01,male,actor_06,data/Actor_06/03-01-04-02-02-01-06.wav
happy,strong,02,01,male,actor_06,data/Actor_06/03-01-03-02-02-01-06.wav
happy,normal,01,01,male,actor_06,data/Actor_06/03-01-03-01-01-01-06.wav
calm,strong,01,02,male,actor_06,data/Actor_06/03-01-02-02-01-02-06.wav
calm,normal,02,02,male,actor_06,data/Actor_06/03-01-02-01-02-02-06.wav
neutral,normal,02,01,male,actor_06,data/Actor_06/03-01-01-01-02-01-06.wav
happy,strong,01,02,male,actor_06,data/Actor_06/03-01-03-02-01-02-06.wav
happy,normal,02,02,male,actor_06,data/Actor_06/03-01-03-01-02-02-06.wav
calm,strong,02,01,male,actor_06,data/Actor_06/03-01-02-02-02-01-06.wav
neutral,normal,01,02,male,actor_06,data/Actor_06/03-01-01-01-01-02-06.wav
calm,normal,01,01,male,actor_06,data/Actor_06/03-01-02-01-01-01-06.wav
surprised,strong,01,01,male,actor_06,data/Actor_06/03-01-08-02-01-01-06.wav
surprised,normal,02,01,male,actor_06,data/Actor_06/03-01-08-01-02-01-06.wav
angry,normal,01,01,male,actor_06,data/Actor_06/03-01-05-01-01-01-06.wav
fearful,normal,01,02,male,actor_06,data/Actor_06/03-01-06-01-01-02-06.wav
fearful,strong,02,02,male,actor_06,data/Actor_06/03-01-06-02-02-02-06.wav
